station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
JRB,2019-12-11 13:56,35.00,32.00,88.33,270.00,5.00,0.01,30.32,1026.90,M,M,BKN,OVC,M,M,800.00,1400.00,M,M,M,M,M,M,M,M,M,30.08,KJRB 111356Z AUTO 27005KT BKN008 OVC014 02/00 A3032 RMK AO2 CIG 006V011 PRESRR SLP269 P0001 T00170000 PWINO FZRANO,M
JRB,2019-12-11 14:06,33.80,32.00,93.03,280.00,6.00,0.00,30.32,M,M,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,27.70,KJRB 111406Z AUTO 28006KT OVC010 01/00 A3032 RMK AO2 CIG 006V012 PWINO FZRANO,M
JRB,2019-12-11 14:56,36.00,33.00,89.09,M,5.00,0.01,30.32,1026.70,M,M,FEW,SCT,OVC,M,1200.00,1700.00,5000.00,M,M,M,M,M,M,M,M,31.15,KJRB 111456Z AUTO VRB05KT FEW012 SCT017 OVC050 02/01 A3032 RMK AO2 SLP267 P0001 60002 T00220006 50023 PWINO FZRANO,M
JRB,2019-12-11 15:56,35.00,30.00,81.46,250.00,7.00,0.00,30.33,1027.00,M,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,28.56,KJRB 111556Z AUTO 25007KT OVC055 02/M01 A3033 RMK AO2 SLP270 T00171011 PWINO FZRANO,M
JRB,2019-12-11 16:56,36.00,28.90,75.15,250.00,6.00,0.00,30.28,1025.50,M,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,30.35,KJRB 111656Z AUTO 25006KT OVC055 02/M02 A3028 RMK AO2 SLP255 T00221017 PWINO FZRANO,M
JRB,2019-12-11 17:49,37.40,28.40,69.67,0.00,0.00,0.00,30.28,M,M,M,SCT,BKN,OVC,M,2300.00,2900.00,5500.00,M,M,M,M,M,37.00,280.00,2019-12-11 17:38,37.40,KJRB 111749Z AUTO 00000KT SCT023 BKN029 OVC055 03/M02 A3028 RMK AO2 PK WND 28037/1738 PWINO,M
JRB,2019-12-11 17:56,37.00,28.00,69.63,240.00,3.00,0.00,30.28,1025.20,M,M,BKN,OVC,M,M,2300.00,5500.00,M,M,M,M,M,M,37.00,280.00,2019-12-11 17:38,34.40,KJRB 111756Z AUTO 24003KT BKN023 OVC055 03/M02 A3028 RMK AO2 PK WND 28037/1738 SLP252 60002 T00281022 10028 20011 58014 PWINO,M
JRB,2019-12-11 18:39,37.40,28.40,69.67,240.00,6.00,0.00,30.27,M,M,M,SCT,OVC,M,M,2100.00,5000.00,M,M,M,M,M,M,M,M,M,32.03,KJRB 111839Z AUTO 24006KT SCT021 OVC050 03/M02 A3027 RMK AO2 PWINO,M
JRB,2019-12-11 18:56,38.00,30.00,72.93,240.00,7.00,0.00,30.27,1025.10,M,M,FEW,OVC,M,M,2100.00,5000.00,M,M,M,M,M,M,M,M,M,31.97,KJRB 111856Z AUTO 24007KT FEW021 OVC050 03/M01 A3027 RMK AO2 SLP251 T00331011 PWINO,M
JRB,2019-12-11 19:26,37.40,30.20,74.98,250.00,9.00,0.00,30.27,M,M,M,FEW,BKN,M,M,2000.00,2800.00,M,M,M,M,M,M,M,M,M,30.23,KJRB 111926Z AUTO 25009KT FEW020 BKN028 03/M01 A3027 RMK AO2 PWINO,M
JRB,2019-12-11 19:56,38.00,28.90,69.73,260.00,11.00,0.00,30.27,1025.10,M,M,BKN,BKN,OVC,M,2600.00,3500.00,5000.00,M,M,M,M,M,M,M,M,29.92,KJRB 111956Z AUTO 26011KT BKN026 BKN035 OVC050 03/M02 A3027 RMK AO2 SLP251 T00331017 PWINO,M
JRB,2019-12-11 20:38,39.20,28.40,64.93,270.00,17.00,0.00,30.28,M,M,44.00,SCT,BKN,M,M,2600.00,3500.00,M,M,M,M,M,M,44.00,280.00,2019-12-11 20:30,29.51,KJRB 112038Z AUTO 27017G44KT SCT026 BKN035 04/M02 A3028 RMK AO2 PK WND 28044/2030 PWINO,M
JRB,2019-12-11 20:56,38.00,28.90,69.73,250.00,13.00,0.00,30.29,1025.80,M,39.00,BKN,M,M,M,3400.00,M,M,M,M,M,M,M,44.00,280.00,2019-12-11 20:30,29.13,KJRB 112056Z AUTO 25013G39KT BKN034 03/M02 A3029 RMK AO2 PK WND 28044/2030 SLP258 T00331017 53005 PWINO,M
JRB,2019-12-11 21:07,37.40,28.40,69.67,260.00,15.00,0.00,30.30,M,M,21.00,BKN,BKN,M,M,2900.00,3800.00,M,M,M,M,M,M,M,M,M,27.78,KJRB 112107Z AUTO 26015G21KT BKN029 BKN038 03/M02 A3030 RMK AO2 PWINO,M
JRB,2019-12-11 21:14,37.40,28.40,69.67,270.00,16.00,0.00,30.30,M,M,21.00,SCT,SCT,M,M,2900.00,3900.00,M,M,M,M,M,M,M,M,M,27.46,KJRB 112114Z AUTO 27016G21KT SCT029 SCT039 03/M02 A3030 RMK AO2 PWINO,M
JRB,2019-12-11 21:56,37.00,27.00,66.82,260.00,12.00,0.00,30.31,1026.50,M,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,46.00,280.00,2019-12-11 21:30,28.37,KJRB 112156Z AUTO 26012G18KT CLR 03/M03 A3031 RMK AO2 PK WND 28046/2130 SLP265 T00281028 PWINO,M
JRB,2019-12-11 22:56,38.00,26.10,62.14,270.00,16.00,0.00,30.34,1027.50,M,44.00,CLR,M,M,M,M,M,M,M,M,M,M,M,46.00,290.00,2019-12-11 22:02,28.11,KJRB 112256Z AUTO 27016G44KT CLR 03/M03 A3034 RMK AO2 PK WND 29046/2202 SLP275 T00331033 PWINO,M
JRB,2019-12-11 23:56,37.00,24.10,59.24,260.00,14.00,0.00,30.37,1028.50,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.61,KJRB 112356Z AUTO 26014KT CLR 03/M04 A3037 RMK AO2 SLP285 T00281044 10039 20028 53027 PWINO,M
JRB,2019-12-12 00:56,37.00,21.90,54.01,270.00,12.00,0.00,30.38,1028.80,M,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.37,KJRB 120056Z AUTO 27012G21KT CLR 03/M06 A3038 RMK AO2 SLP288 T00281056 PWINO,M
JRB,2019-12-12 01:56,36.00,21.00,54.08,M,4.00,0.00,30.41,1029.70,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.09,KJRB 120156Z AUTO VRB04KT CLR 02/M06 A3041 RMK AO2 SLP297 T00221061 PWINO FZRANO,M
JRB,2019-12-12 02:56,34.00,18.00,51.52,270.00,8.00,0.00,30.44,1030.70,M,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.58,KJRB 120256Z AUTO 27008G20KT 240V300 CLR 01/M08 A3044 RMK AO2 SLP307 T00111078 53023 PWINO FZRANO,M
JRB,2019-12-12 03:56,34.00,18.00,51.52,M,3.00,0.00,30.47,1031.70,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.97,KJRB 120356Z AUTO VRB03KT CLR 01/M08 A3047 RMK AO2 SLP317 T00111078 PWINO FZRANO,M
JRB,2019-12-12 04:56,33.00,17.10,51.37,M,4.00,0.00,30.50,1032.70,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.70,KJRB 120456Z AUTO VRB04KT CLR 01/M08 A3050 RMK AO2 SLP327 T00061083 400500006 PWINO FZRANO,M
JRB,2019-12-12 05:56,33.00,16.00,48.98,M,3.00,0.00,30.54,1034.00,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.95,KJRB 120556Z AUTO VRB03KT CLR 01/M09 A3054 RMK AO2 SLP340 T00061089 10028 20006 53033 PWINO FZRANO,M
JRB,2019-12-12 06:56,32.00,17.10,53.70,M,3.00,0.00,30.57,1035.10,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,KJRB 120656Z AUTO VRB03KT CLR 00/M08 A3057 RMK AO2 SLP351 T00001083 PWINO FZRANO,M
JRB,2019-12-12 07:56,32.00,17.10,53.70,0.00,0.00,0.00,30.61,1036.60,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.00,KJRB 120756Z AUTO 00000KT CLR 00/M08 A3061 RMK AO2 SLP366 T00001083 PWINO FZRANO,M
JRB,2019-12-12 08:56,30.90,16.00,53.53,M,4.00,0.00,30.64,1037.50,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.14,KJRB 120856Z AUTO VRB04KT CLR M01/M09 A3064 RMK AO2 SLP375 T10061089 51035 PWINO FZRANO,M
JRB,2019-12-12 09:56,30.00,17.10,58.23,280.00,5.00,0.00,30.66,1038.30,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.02,KJRB 120956Z AUTO 28005KT CLR M01/M08 A3066 RMK AO2 SLP383 T10111083 PWINO FZRANO,M
JRB,2019-12-12 10:56,30.00,16.00,55.52,M,6.00,0.00,30.69,1039.10,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.12,KJRB 121056Z AUTO VRB06KT CLR M01/M09 A3069 RMK AO2 SLP391 T10111089 PWINO FZRANO,M
JRB,2019-12-12 11:56,30.00,21.00,68.81,M,4.00,0.00,30.71,1040.10,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.08,KJRB 121156Z AUTO VRB04KT CLR M01/M06 A3071 RMK AO2 SLP401 70002 T10111061 10006 21017 53026 PWINO FZRANO,M
JRB,2019-12-12 12:56,30.90,21.00,66.34,270.00,7.00,0.00,30.72,1040.40,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,42.00,280.00,2019-12-12 12:43,23.44,KJRB 121256Z AUTO 27007KT 240V310 CLR M01/M06 A3072 RMK AO2 PK WND 28042/1243 SLP404 T10061061 PWINO FZRANO,M
JRB,2019-12-12 13:56,30.90,19.00,60.92,M,4.00,0.00,30.73,1040.70,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.14,KJRB 121356Z AUTO VRB04KT CLR M01/M07 A3073 RMK AO2 SLP407 T10061072 PWINO FZRANO,M
JRB,2019-12-12 14:56,34.00,21.00,58.56,M,3.00,0.00,30.76,1041.50,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.97,KJRB 121456Z AUTO VRB03KT CLR 01/M06 A3076 RMK AO2 SLP415 T00111061 53014 PWINO FZRANO,M
JRB,2019-12-12 15:56,35.00,19.90,53.49,M,3.00,0.00,30.75,1041.20,M,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.23,KJRB 121556Z AUTO VRB03G14KT CLR 02/M07 A3075 RMK AO2 SLP412 T00171067 PWINO FZRANO,M
JRB,2019-12-12 16:56,36.00,14.00,39.99,90.00,7.00,0.00,30.72,1040.20,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.65,KJRB 121656Z AUTO 09007KT 040V160 CLR 02/M10 A3072 RMK AO2 SLP402 T00221100 PWINO FZRANO,M
JRB,2019-12-12 17:56,38.00,15.10,38.93,M,4.00,0.00,30.71,1040.00,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.31,KJRB 121756Z AUTO VRB04KT CLR 03/M09 A3071 RMK AO2 SLP400 T00331094 10033 21017 56015 PWINO,M
JRB,2019-12-12 18:56,38.00,9.00,29.72,260.00,6.00,0.00,30.70,1039.70,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.64,KJRB 121856Z AUTO 26006KT CLR 03/M13 A3070 RMK AO2 SLP397 T00331128 PWINO,M
JRB,2019-12-12 19:56,38.00,10.90,32.36,M,6.00,0.00,30.70,1039.60,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,270.00,2019-12-12 19:44,32.64,KJRB 121956Z AUTO VRB06KT CLR 03/M12 A3070 RMK AO2 PK WND 27027/1944 SLP396 T00331117 PWINO,M
JRB,2019-12-12 20:56,37.00,12.90,36.63,M,5.00,0.00,30.70,1039.70,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,290.00,2019-12-12 20:27,32.33,KJRB 122056Z AUTO VRB05KT CLR 03/M11 A3070 RMK AO2 PK WND 29029/2027 SLP397 T00281106 56004 PWINO,M
JRB,2019-12-12 21:56,35.00,17.10,47.43,230.00,5.00,0.00,30.71,1039.90,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.08,KJRB 122156Z AUTO 23005KT CLR 02/M08 A3071 RMK AO2 SLP399 T00171083 PWINO FZRANO,M
JRB,2019-12-12 22:56,34.00,18.00,51.52,190.00,5.00,0.01,30.72,1040.10,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,32.00,310.00,2019-12-12 22:40,28.77,KJRB 122256Z AUTO 19005KT CLR 01/M08 A3072 RMK AO2 PK WND 31032/2240 SLP401 P0001 T00111078 PWINO FZRANO,M
JRB,2019-12-12 23:56,34.00,17.10,49.55,160.00,5.00,0.00,30.70,1039.50,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.77,KJRB 122356Z AUTO 16005KT CLR 01/M08 A3070 RMK AO2 SLP395 60001 T00111083 10039 20011 58002 PWINO FZRANO,M
JRB,2019-12-13 00:56,35.00,19.00,51.47,170.00,6.00,0.00,30.70,1039.60,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.26,KJRB 130056Z AUTO 17006KT CLR 02/M07 A3070 RMK AO2 SLP396 T00171072 PWINO FZRANO,M
JRB,2019-12-13 01:56,35.00,19.00,51.47,180.00,3.00,0.00,30.69,1039.20,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.23,KJRB 130156Z AUTO 18003KT CLR 02/M07 A3069 RMK AO2 SLP392 T00171072 PWINO FZRANO,M
JRB,2019-12-13 02:56,35.00,21.90,58.22,0.00,0.00,0.00,30.68,1038.80,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.10,KJRB 130256Z AUTO 00000KT CLR 02/M06 A3068 RMK AO2 SLP388 T00171056 58007 PWINO FZRANO,M
JRB,2019-12-13 03:56,36.00,25.00,63.98,0.00,0.00,0.00,30.66,1038.10,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.00,KJRB 130356Z AUTO 00000KT CLR 02/M04 A3066 RMK AO2 SLP381 T00221039 PWINO FZRANO,M
JRB,2019-12-13 04:56,36.00,27.00,69.51,190.00,3.00,0.00,30.62,1037.00,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.26,KJRB 130456Z AUTO 19003KT CLR 02/M03 A3062 RMK AO2 SLP370 T00221028 400391017 PWINO FZRANO,M
JRB,2019-12-13 05:56,36.00,27.00,69.51,0.00,0.00,0.00,30.60,1036.00,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.00,KJRB 130556Z AUTO 00000KT CLR 02/M03 A3060 RMK AO2 SLP360 T00221028 10022 20011 58028 PWINO FZRANO,M
JRB,2019-12-13 06:56,37.00,28.00,69.63,60.00,6.00,0.00,30.57,1035.30,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.55,KJRB 130656Z AUTO 06006KT CLR 03/M02 A3057 RMK AO2 SLP353 T00281022 PWINO,M
JRB,2019-12-13 07:56,37.00,28.90,72.24,50.00,8.00,0.00,30.54,1034.00,M,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.27,KJRB 130756Z AUTO 05008KT CLR 03/M02 A3054 RMK AO2 SLP340 T00281017 PWINO,M
JRB,2019-12-13 08:56,37.00,28.90,72.24,40.00,9.00,0.00,30.52,1033.50,M,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,29.73,KJRB 130856Z AUTO 04009KT OVC050 03/M02 A3052 RMK AO2 SLP335 T00281017 56026 PWINO,M
JRB,2019-12-13 09:56,39.00,30.00,69.85,30.00,7.00,0.00,30.49,1032.50,M,M,BKN,OVC,M,M,3200.00,5500.00,M,M,M,M,M,M,M,M,M,33.31,KJRB 130956Z AUTO 03007KT BKN032 OVC055 04/M01 A3049 RMK AO2 SLP325 T00391011 PWINO,M
JRB,2019-12-13 10:56,39.00,30.90,72.45,30.00,11.00,0.00,30.47,1031.70,M,M,BKN,OVC,M,M,3200.00,5000.00,M,M,M,M,M,M,M,M,M,31.31,KJRB 131056Z AUTO 03011KT BKN032 OVC050 04/M01 A3047 RMK AO2 SLP317 T00391006 PWINO,M
JRB,2019-12-13 11:56,40.00,32.00,73.14,30.00,6.00,0.00,30.45,1031.20,M,M,BKN,OVC,M,M,3000.00,3900.00,M,M,M,M,M,M,M,M,M,35.04,KJRB 131156Z AUTO 03006KT BKN030 OVC039 04/00 A3045 RMK AO2 SLP312 70001 T00440000 10044 20022 56022 PWINO,M
JRB,2019-12-13 12:18,41.00,33.80,75.33,30.00,7.00,0.00,30.45,M,M,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,35.75,KJRB 131218Z AUTO 03007KT OVC028 05/01 A3045 RMK AO2 PWINO,M
JRB,2019-12-13 12:56,41.00,34.00,75.94,20.00,7.00,0.00,30.43,1030.60,M,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,35.75,KJRB 131256Z AUTO 02007KT OVC028 05/01 A3043 RMK AO2 SLP306 T00500011 PWINO,M
JRB,2019-12-13 13:56,43.00,35.00,73.45,270.00,4.00,0.00,30.44,1030.60,M,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,40.27,KJRB 131356Z AUTO 27004KT OVC026 06/02 A3044 RMK AO2 SLP306 T00610017 PWINO,M
JRB,2019-12-13 14:56,44.00,36.00,72.99,20.00,8.00,0.00,30.40,1029.30,M,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,39.02,KJRB 131456Z AUTO 02008KT OVC018 07/02 A3040 RMK AO2 SLP293 T00670022 58019 PWINO,M
JRB,2019-12-13 15:56,45.00,38.00,76.01,50.00,9.00,0.00,30.38,1028.70,M,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,39.68,KJRB 131556Z AUTO 05009KT OVC012 07/03 A3038 RMK AO2 SLP287 T00720033 PWINO,M
JRB,2019-12-13 16:56,45.00,39.00,79.36,40.00,10.00,0.00,30.32,1026.80,M,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,39.27,KJRB 131656Z AUTO 04010KT OVC010 07/04 A3032 RMK AO2 SLP268 T00720039 PWINO,M
JRB,2019-12-13 17:56,46.00,41.00,82.58,50.00,10.00,0.00,30.29,1025.70,M,M,SCT,OVC,M,M,1000.00,1500.00,M,M,M,M,M,M,M,M,M,40.52,KJRB 131756Z AUTO 05010KT SCT010 OVC015 08/05 A3029 RMK AO2 SLP257 T00780050 10078 20044 58036 PWINO,M
JRB,2019-12-13 18:56,46.00,42.00,86.16,50.00,10.00,0.00,30.26,1024.50,M,M,FEW,BKN,OVC,M,1300.00,1900.00,2700.00,M,M,M,M,M,M,M,M,40.52,KJRB 131856Z AUTO 05010KT FEW013 BKN019 OVC027 08/06 A3026 RMK AO2 SLP245 T00780056 PWINO,M
JRB,2019-12-13 19:56,46.00,43.00,89.20,40.00,12.00,0.00,30.23,1023.50,M,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,39.82,KJRB 131956Z AUTO 04012KT OVC017 08/06 A3023 RMK AO2 SLP235 T00780061 PWINO,M
JRB,2019-12-13 20:56,46.00,43.00,89.20,40.00,11.00,0.01,30.22,1023.20,M,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,40.16,KJRB 132056Z AUTO 04011KT OVC015 08/06 A3022 RMK AO2 SLP232 P0001 60001 T00780061 56025 PWINO,M
JRB,2019-12-13 21:56,45.00,43.00,92.65,50.00,14.00,0.03,30.18,1022.00,M,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,37.92,KJRB 132156Z AUTO 05014KT OVC014 07/06 A3018 RMK AO2 SLP220 P0003 T00720061 PWINO,M
JRB,2019-12-13 22:26,44.60,42.80,93.35,50.00,13.00,0.00,30.17,M,M,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,37.71,KJRB 132226Z AUTO 05013KT OVC007 07/06 A3017 RMK AO2 CIG 006V012 PWINO,M
